Depth,Overall
183,34965
184,34743
185,34385
186,33906
187,33450
188,32968
189,32429
190,31614
191,30952
192,30570
193,30209
194,29575
195,29199
196,28638
197,28123
198,27514
199,27654
200,26627
201,25945
202,25219
203,24781
204,24240
205,23821
206,23895
207,23606
208,23180
209,22605
210,22248
211,22082
212,21275
213,21127
214,20765
215,20492
216,20237
217,19787
218,19712
219,19098
220,18498
221,18155
222,18360
223,17870
224,17761
225,17337
226,16899
227,17041
228,16709
229,16668
230,16356
231,16354
232,16246
233,16053
234,15448
235,15520
236,15414
237,15287
238,15028
239,14755
240,14544
241,14662
242,14176
243,14043
244,14010
245,13882
246,13472
247,13379
248,12935
249,13294
250,12971
251,12777
252,12870
253,12276
254,12483
255,12171
256,12119
257,11945
258,12211
259,12077
260,12106
261,11982
262,11773
263,11826
264,11615
265,11499
266,11290
267,11535
268,11262
269,11189
270,11150
271,10855
272,10904
273,10778
274,10553
275,10061
276,10303
277,10097
278,10136
279,9817
280,9814
281,9464
282,9840
283,9705
284,9617
285,9636
286,9509
287,9446
288,9113
289,9002
290,9079
291,9143
292,8958
293,8813
294,8454
295,8401
296,8478
297,8231
298,8305
299,8029
300,8065
301,8066
302,7843
303,8142
304,7808
305,7782
306,7897
307,7692
308,7527
309,7399
310,7353
311,7247
312,7166
313,6887
314,6804
315,6710
316,6700
317,6706
318,6561
319,6656
320,6693
321,6481
322,6507
323,6323
324,6290
325,6341
326,6122
327,6023
328,6051
329,5878
330,5863
331,5691
332,5608
333,5605
334,5577
335,5373
336,5408
337,5250
338,5369
339,5187
340,5261
341,5012
342,5042
343,5006
344,4942
345,4953
346,4788
347,4937
348,4879
349,4631
350,4609
351,4643
352,4425
353,4427
354,4494
355,4213
356,4263
357,4250
358,4167
359,4225
360,4116
361,4041
362,3809
363,3976
364,3856
365,3920
366,3815
367,3766
368,3845
369,3783
370,3596
371,3672
372,3781
373,3385
374,3549
375,3350
376,3342
377,3547
378,3326
379,3171
380,3201
381,3287
382,3217
383,3244
384,3206
385,3243
386,3163
387,2969
388,2889
389,2914
390,2820
391,2873
392,2763
393,2894
394,2827
395,2756
396,2713
397,2589
398,2636
399,2606
400,2531
401,2645
402,2538
403,2456
404,2525
405,2508
406,2412
407,2472
408,2439
409,2382
410,2374
411,2322
412,2436
413,2247
414,2347
415,2321
416,2416
417,2282
418,2241
419,2235
420,2189
421,2181
422,2165
423,2174
424,2155
425,2166
426,2121
427,2047
428,2093
429,1995
430,1975
431,1964
432,1989
433,2125
434,2038
435,2024
436,2044
437,1981
438,1918
439,1942
440,1967
441,1941
442,1833
443,1915
444,1896
445,1893
446,1932
447,1903
448,1843
449,1834
450,1785
451,1826
452,1779
453,1745
454,1811
455,1709
456,1739
457,1616
458,1747
459,1661
460,1699
461,1585
462,1630
463,1599
464,1599
465,1522
466,1497
467,1513
468,1572
469,1600
470,1577
471,1512
472,1508
473,1452
474,1417
475,1329
476,1392
477,1455
478,1476
479,1396
480,1386
481,1412
482,1369
483,1424
484,1434
485,1343
486,1369
487,1388
488,1243
489,1336
490,1312
491,1253
492,1205
493,1293
494,1289
495,1285
496,1248
497,1241
498,1240
499,1159
500,1140
501,1205
502,1158
503,1149
504,1079
505,1081
506,1086
507,1131
508,1132
509,1110
510,1094
511,1104
512,1083
513,1028
514,1087
515,1055
516,1129
517,1034
518,1013
519,1076
520,1009
521,1057
522,987
523,1016
524,959
525,970
526,995
527,879
528,890
529,832
530,877
531,902
532,868
533,889
534,867
535,887
536,905
537,872
538,896
539,908
540,950
541,929
542,849
543,882
544,875
545,827
546,856
547,868
548,874
549,882
550,919
551,860
552,807
553,799
554,850
555,905
556,863
557,828
558,806
559,905
560,840
561,847
562,832
563,803
564,937
565,813
566,829
567,721
568,798
569,847
570,760
571,864
572,788
573,785
574,828
575,797
576,821
577,839
578,836
579,786
580,858
581,801
582,806
583,754
584,767
585,787
586,799
587,763
588,776
589,784
590,718
591,746
592,741
593,778
594,734
595,722
596,699
597,704
598,706
599,731
600,712
601,702
602,673
603,703
604,725
605,676
606,664
607,677
608,739
609,725
610,674
611,661
612,726
613,701
614,662
615,654
616,619
617,638
618,649
619,640
620,688
621,652
622,667
623,643
624,607
625,620
626,601
627,641
628,649
629,600
630,620
631,567
632,605
633,586
634,585
635,591
636,620
637,620
638,585
639,607
640,589
641,575
642,604
643,584
644,543
645,580
646,631
647,608
648,580
649,610
650,609
651,590
652,566
653,575
654,604
655,602
656,557
657,597
658,673
659,605
660,548
661,588
662,534
663,580
664,548
665,563
666,550
667,580
668,576
669,550
670,551
671,531
672,514
673,556
674,554
675,640
676,534
677,587
678,503
679,557
680,567
681,542
682,515
683,522
684,536
685,511
686,570
687,558
688,551
689,492
690,496
691,501
692,480
693,462
694,584
695,523
696,533
697,500
698,540
699,495
700,482
701,487
702,462
703,466
704,502
705,488
706,482
707,515
708,457
709,445
710,472
711,502
712,467
713,464
714,390
715,432
716,407
717,437
718,453
719,443
720,447
721,457
722,385
723,466
724,456
725,437
726,448
727,453
728,447
729,457
730,433
731,457
732,451
733,406
734,410
735,428
736,403
737,432
738,395
739,410
740,464
741,418
742,419
743,384
744,443
745,419
746,423
747,365
748,389
749,414
750,358
751,383
752,404
753,412
754,397
755,382
756,407
757,363
758,403
759,356
760,377
761,366
762,375
763,357
764,437
765,393
766,354
767,353
768,368
769,360
770,362
771,339
772,357
773,346
774,382
775,403
776,378
777,347
778,365
779,358
780,345
781,351
782,335
783,344
784,345
785,372
786,388
787,354
788,350
789,356
790,360
791,347
792,303
793,342
794,327
795,336
796,327
797,336
798,327
799,323
800,349
801,314
802,365
803,335
804,358
805,424
806,406
807,366
808,339
809,336
810,318
811,346
812,341
813,331
814,329
815,307
816,274
817,303
818,295
819,285
820,306
821,323
822,296
823,332
824,360
825,325
826,279
827,303
828,311
829,321
830,263
831,300
832,299
833,296
834,295
835,274
836,286
837,275
838,301
839,294
840,296
841,315
842,272
843,282
844,320
845,271
846,302
847,298
848,277
849,315
850,284
851,291
852,319
853,300
854,324
855,312
856,300
857,279
858,304
859,290
860,279
861,283
862,305
863,301
864,320
865,289
866,323
867,272
868,310
869,311
870,333
871,337
872,326
873,321
874,327
875,314
876,321
877,303
878,286
879,286
880,311
881,317
882,316
883,298
884,296
885,277
886,252
887,291
888,291
889,301
890,250
891,281
892,246
893,262
894,285
895,283
896,270
897,266
898,269
899,272
900,251
901,255
902,283
903,291
904,247
905,260
906,280
907,281
908,255
909,302
910,283
911,258
912,262
913,267
914,255
915,253
916,287
917,267
918,290
919,250
920,258
921,308
922,283
923,286
924,286
925,282
926,300
927,259
928,284
929,293
930,243
931,265
932,260
933,228
934,244
935,246
936,279
937,232
938,247
939,291
940,261
941,250
942,291
943,278
944,221
945,257
946,258
947,240
948,260
949,260
950,268
951,244
952,236
953,285
954,259
955,225
956,256
957,264
958,263
959,262
960,230
961,249
962,272
963,231
964,239
965,254
966,269
967,269
968,278
969,245
970,265
971,240
972,242
973,247
974,256
975,247
976,275
977,231
978,225
979,265
980,254
981,220
982,232
983,238
984,237
985,224
986,238
987,227
988,226
989,229
990,248
991,219
992,206
993,231
994,211
995,238
996,211
997,214
998,217
999,232
1000,230
1001,232
1002,225
1003,240
1004,216
1005,202
1006,223
1007,220
1008,214
1009,200
1010,194
1011,201
1012,230
1013,221
1014,200
1015,215
1016,205
1017,223
1018,207
1019,197
1020,207
1021,204
1022,205
1023,179
1024,206
1025,216
1026,252
1027,238
1028,206
1029,238
1030,217
1031,226
1032,216
1033,234
1034,208
1035,253
1036,228
1037,250
1038,199
1039,214
1040,219
1041,210
1042,213
1043,239
1044,213
1045,222
1046,218
1047,224
1048,204
1049,176
1050,193
1051,188
1052,185
1053,194
1054,198
1055,217
1056,216
1057,240
1058,205
1059,203
1060,203
1061,197
1062,198
1063,193
1064,197
1065,174
1066,212
1067,194
1068,181
1069,205
1070,176
1071,192
1072,213
1073,196
1074,194
1075,162
1076,187
1077,186
1078,183
1079,177
1080,162
1081,186
1082,166
1083,188
1084,180
1085,177
1086,170
1087,211
1088,189
1089,167
1090,177
1091,187
1092,195
1093,211
1094,168
1095,174
1096,165
1097,198
1098,172
1099,169
1100,185
1101,205
1102,179
1103,166
1104,154
1105,180
1106,158
1107,182
1108,176
1109,182
1110,194
1111,194
1112,200
1113,207
1114,178
1115,185
1116,172
1117,188
1118,187
1119,152
1120,179
1121,195
1122,156
1123,168
1124,175
1125,149
1126,140
1127,182
1128,175
1129,186
1130,159
1131,198
1132,175
1133,179
1134,183
1135,195
1136,188
1137,183
1138,164
1139,173
1140,155
1141,175
1142,155
1143,164
1144,148
1145,182
1146,183
1147,170
1148,157
1149,174
1150,158
1151,168
1152,206
1153,196
1154,194
1155,188
1156,195
1157,195
1158,189
1159,176
1160,182
1161,178
1162,190
1163,165
1164,154
1165,159
1166,150
1167,166
1168,185
1169,173
1170,141
1171,186
1172,161
1173,176
1174,162
1175,166
1176,162
1177,163
1178,143
1179,158
1180,172
1181,157
1182,160
1183,171
1184,158
1185,181
1186,152
1187,163
1188,157
1189,183
1190,174
1191,173
1192,180
1193,171
1194,152
1195,164
1196,162
1197,164
1198,158
1199,161
1200,160
1201,180
1202,150
1203,132
1204,161
1205,174
1206,161
1207,176
1208,114
1209,147
1210,185
1211,148
1212,140
1213,145
1214,170
1215,146
1216,141
1217,145
1218,161
1219,158
1220,164
1221,141
1222,155
1223,146
1224,142
1225,137
1226,148
1227,157
1228,145
1229,140
1230,146
1231,159
1232,156
1233,147
1234,161
1235,170
1236,154
1237,153
1238,147
1239,128
1240,149
1241,155
1242,160
1243,127
1244,139
1245,139
1246,119
1247,139
1248,144
1249,152
1250,127
1251,163
1252,138
1253,122
1254,159
1255,142
1256,123
1257,152
1258,121
1259,132
1260,141
1261,118
1262,103
1263,114
1264,129
1265,131
1266,134
1267,130
1268,133
1269,113
1270,140
1271,135
1272,132
1273,155
1274,135
1275,125
1276,137
1277,139
1278,125
1279,116
1280,153
1281,118
1282,129
1283,157
1284,130
1285,135
1286,138
1287,154
1288,144
1289,120
1290,133
1291,143
1292,127
1293,128
1294,139
1295,143
1296,121
1297,116
1298,116
1299,113
1300,133
1301,119
1302,132
1303,124
1304,106
1305,131
1306,124
1307,113
1308,121
1309,133
1310,123
1311,121
1312,128
1313,149
1314,140
1315,152
1316,138
1317,137
1318,140
1319,130
1320,145
1321,123
1322,141
1323,121
1324,107
1325,146
1326,131
1327,105
1328,103
1329,148
1330,135
1331,135
1332,119
1333,149
1334,128
1335,108
1336,183
1337,116
1338,124
1339,113
1340,131
1341,122
1342,128
1343,123
1344,113
1345,112
1346,105
1347,115
1348,109
1349,110
1350,119
1351,105
1352,108
1353,124
1354,114
1355,136
1356,136
1357,115
1358,105
1359,119
1360,116
1361,105
1362,103
1363,132
1364,121
1365,108
1366,119
1367,88
1368,113
1369,139
1370,133
1371,141
1372,126
1373,120
1374,130
1375,115
1376,118
1377,137
1378,124
1379,121
1380,135
1381,130
1382,139
1383,118
1384,126
1385,121
1386,119
1387,122
1388,115
1389,124
1390,131
1391,113
1392,127
1393,116
1394,116
1395,104
1396,106
1397,126
1398,106
1399,112
1400,119
1401,124
1402,111
1403,118
1404,114
1405,101
1406,102
1407,107
1408,103
1409,110
1410,105
1411,113
1412,120
1413,124
1414,116
1415,92
1416,108
1417,118
1418,95
1419,99
1420,92
1421,120
1422,120
1423,116
1424,126
1425,117
1426,118
1427,113
1428,98
1429,121
1430,94
1431,92
1432,90
1433,102
1434,115
1435,116
1436,109
1437,141
1438,122
1439,110
1440,112
1441,121
1442,130
1443,127
1444,126
1445,108
1446,104
1447,122
1448,103
1449,108
1450,113
1451,127
1452,108
1453,120
1454,118
1455,122
1456,133
1457,138
1458,106
1459,113
1460,95
1461,109
1462,120
1463,107
1464,118
1465,106
1466,91
1467,129
1468,124
1469,130
1470,108
1471,112
1472,110
1473,112
1474,111
1475,88
1476,92
1477,117
1478,118
1479,114
1480,118
1481,114
1482,112
1483,114
1484,132
1485,112
1486,79
1487,107
1488,113
1489,95
1490,93
1491,121
1492,97
1493,105
1494,106
1495,110
1496,112
1497,95
1498,110
1499,113
1500,98
1501,118
1502,115
1503,128
1504,100
1505,115
1506,98
1507,115
1508,114
1509,115
1510,115
1511,105
1512,99
1513,92
1514,97
1515,96
1516,95
1517,98
1518,100
1519,121
1520,99
1521,125
1522,96
1523,89
1524,98
1525,102
1526,100
1527,109
1528,102
1529,89
1530,101
1531,81
1532,101
1533,102
1534,105
1535,110
1536,107
1537,98
1538,70
1539,107
1540,92
1541,106
1542,78
1543,78
1544,75
1545,97
1546,76
1547,87
1548,86
1549,84
1550,97
1551,104
1552,79
1553,83
1554,118
1555,97
1556,95
1557,98
1558,89
1559,94
1560,102
1561,90
1562,72
1563,74
1564,93
1565,100
1566,83
1567,76
1568,88
1569,88
1570,117
1571,88
1572,104
1573,103
1574,104
1575,92
1576,87
1577,112
1578,108
1579,93
1580,85
1581,110
1582,97
1583,96
1584,99
1585,107
1586,109
1587,95
1588,96
1589,102
1590,94
1591,92
1592,99
1593,77
1594,72
1595,84
1596,99
1597,93
1598,89
1599,93
1600,106
1601,95
1602,109
1603,76
1604,87
1605,86
1606,102
1607,87
1608,70
1609,80
1610,80
1611,83
1612,93
1613,91
1614,73
1615,85
1616,81
1617,95
1618,91
1619,66
1620,79
1621,65
1622,61
1623,99
1624,71
1625,81
1626,80
1627,91
1628,59
1629,76
1630,71
1631,66
1632,78
1633,75
1634,85
1635,85
1636,70
1637,64
1638,71
1639,64
1640,78
1641,73
1642,83
1643,91
1644,77
1645,77
1646,73
1647,68
1648,58
1649,61
1650,93
1651,63
1652,61
1653,61
1654,78
1655,79
1656,75
1657,87
1658,88
1659,70
1660,81
1661,72
1662,70
1663,86
1664,69
1665,63
1666,73
1667,88
1668,95
1669,66
1670,90
1671,92
1672,72
1673,69
1674,84
1675,76
1676,51
1677,70
1678,72
1679,86
1680,80
1681,75
1682,96
1683,79
1684,70
1685,63
1686,83
1687,73
1688,78
1689,72
1690,78
1691,78
1692,60
1693,79
1694,69
1695,67
1696,73
1697,77
1698,87
1699,56
1700,65
1701,66
1702,70
1703,73
1704,80
1705,74
1706,67
1707,74
1708,67
1709,66
1710,71
1711,60
1712,69
1713,89
1714,69
1715,76
1716,65
1717,84
1718,85
1719,74
1720,73
1721,74
1722,71
1723,62
1724,67
1725,95
1726,92
1727,59
1728,58
1729,86
1730,88
1731,81
1732,72
1733,53
1734,65
1735,54
1736,63
1737,80
1738,65
1739,73
1740,65
1741,66
1742,81
1743,78
1744,80
1745,63
1746,54
1747,57
1748,70
1749,79
1750,62
1751,74
1752,69
1753,65
1754,67
1755,63
1756,77
1757,65
1758,76
1759,68
1760,80
1761,77
1762,68
1763,76
1764,59
1765,76
1766,81
1767,66
1768,63
1769,61
1770,69
1771,68
1772,68
1773,53
1774,66
1775,68
1776,68
1777,64
1778,71
1779,68
1780,53
1781,68
1782,75
1783,60
1784,60
1785,59
1786,61
1787,56
1788,74
1789,82
1790,71
1791,64
1792,71
1793,66
1794,66
1795,60
1796,66
1797,66
1798,59
1799,85
1800,56
1801,57
1802,60
1803,64
1804,52
1805,50
1806,53
1807,62
1808,55
1809,45
1810,55
1811,56
1812,66
1813,55
1814,57
1815,55
1816,50
1817,75
1818,66
1819,67
1820,54
1821,62
1822,64
1823,43
1824,51
1825,51
1826,56
1827,65
1828,52
1829,67
1830,54
1831,64
1832,43
1833,48
1834,66
1835,68
1836,73
1837,66
1838,63
1839,63
1840,49
1841,65
1842,51
1843,61
1844,65
1845,50
1846,44
1847,54
1848,50
1849,51
1850,53
1851,55
1852,43
1853,49
1854,57
1855,57
1856,59
1857,51
1858,66
1859,38
1860,55
1861,55
1862,56
1863,67
1864,61
1865,51
1866,46
1867,49
1868,49
1869,66
1870,53
1871,65
1872,62
1873,51
1874,51
1875,59
1876,48
1877,55
1878,60
1879,55
1880,51
1881,57
1882,52
1883,64
1884,49
1885,43
1886,58
1887,50
1888,39
1889,47
1890,62
1891,53
1892,50
1893,45
1894,56
1895,60
1896,55
1897,62
1898,36
1899,51
1900,48
1901,51
1902,58
1903,51
1904,50
1905,54
1906,58
1907,37
1908,51
1909,53
1910,44
1911,57
1912,56
1913,53
1914,42
1915,40
1916,42
1917,47
1918,49
1919,58
1920,53
1921,59
1922,57
1923,55
1924,45
1925,50
1926,54
1927,55
1928,49
1929,52
1930,41
1931,54
1932,57
1933,44
1934,46
1935,49
1936,52
1937,66
1938,48
1939,48
1940,66
1941,43
1942,48
1943,44
1944,48
1945,49
1946,42
1947,51
1948,39
1949,51
1950,39
1951,49
1952,58
1953,44
1954,49
1955,68
1956,62
1957,54
1958,51
1959,48
1960,50
1961,53
1962,47
1963,56
1964,62
1965,56
1966,59
1967,59
1968,59
1969,51
1970,57
1971,43
1972,55
1973,52
1974,52
1975,29
1976,39
1977,46
1978,58
1979,43
1980,49
1981,48
1982,37
1983,56
1984,49
1985,45
1986,41
1987,47
1988,57
1989,64
1990,54
1991,59
1992,56
1993,49
1994,45
1995,38
1996,53
1997,57
1998,44
1999,53
2000+,116874
